param: nodes:           E               D                  P              pmax :=
 94              	51.7        	0.00555            20              0
 95              	51.4        	0.00555            20              0
 92              	40          	0.00555            20              0
 160             	32.9        	0.00555            20              0
 159001          	34          	0.00555            20              0
 159             	31.4        	0.00555            20              0
 156             	34.2        	0.00555            20              0
 157             	40          	0.00555            20              0
 158             	46          	0.00555            20              0
 155             	34          	0.00555            20              0
 154             	41.6        	0.00555            20              0
 153             	34          	0.00555            20              0
 55              	30          	0.00555            20              0
 59              	21          	0.00555            20              0
 60              	11          	0.00555            20              0
 61              	5           	0.00555            20              0
 62              	3.5         	0.00555            20              0
 147             	33          	0.00555            20              0
 150             	45          	0.00555            20              0
 148             	29          	0.00555            20              0
 149             	19          	0.00555            20              0
 63              	9           	0.00555            20              0
 64              	4.5         	0.00555            20              0
 65              	3.3         	0.00555            20              0
 66              	1.2         	0.00555            20              0
 67              	12.3        	0.00555            20              0
 68              	9.3         	0.00555            20              0
 69              	8.16        	0.00555            20              0
 70              	8.8         	0.00555            20              0
 71              	8.1         	0.00555            20              0
 72              	7.4         	0.00555            20              0
 56              	12.9        	0.00555            20              0
 57              	4.8         	0.00555            20              0
 58              	3           	0.00555            20              0
 53              	14.5        	0.00555            20              0
 54              	4.1         	0.00555            20              0
 52              	31          	0.00555            20              0
 46001           	33          	0.00555            20              0
 50              	20          	0.00555            20              0
 51              	4.4         	0.00555            20              0
 47              	13.1        	0.00555            20              0
 48              	7.1         	0.00555            20              0
 49              	1.6         	0.00555            20              0
 42              	15          	0.00555            20              0
 45              	5.9         	0.00555            20              0
 46              	3.5         	0.00555            20              0
 41              	31          	0.00555            20              0
 35              	30          	0.00555            20              0
 36              	13          	0.00555            20              0
 39              	10          	0.00555            20              0
 40              	6.3         	0.00555            20              0
 37              	6           	0.00555            20              0
 91              	42.5        	0.00555            20              0
 90              	45          	0.00555            20              0
 89              	47          	0.00555            20              0
 31              	20          	0.00555            20              0
 32              	7.1         	0.00555            20              0
 34              	4.4         	0.00555            20              0
 33              	4.6         	0.00555            20              0
 28001           	32.2        	0.00555            20              0
 28              	22.5        	0.00555            20              0
 29              	9.2         	0.00555            20              0
 30              	5.65        	0.00555            20              0
 27              	31.2        	0.00555            20              0
 26              	12.3        	0.00555            20              0
 23              	7.5         	0.00555            20              0
 22              	5.2         	0.00555            20              0
 87              	40.3        	0.00555            20              0
 86              	41.4        	0.00555            20              0
 83              	40.2        	0.00555            20              0
 77              	45          	0.00555            20              0
 81              	44.4        	0.00555            20              0
 78              	44.8        	0.00555            20              0
 79              	45.8        	0.00555            20              0
 80              	46.6        	0.00555            20              0
 82              	46.9        	0.00555            20              0
 84              	40          	0.00555            20              0
 85              	50          	0.00555            20              0
 121             	50          	0.00555            20              0
 122             	49.3        	0.00555            20              0
 123             	47.3        	0.00555            20              0
 120             	49.5        	0.00555            20              0
 75              	47          	0.00555            20              0
 76              	47.4        	0.00555            20              0
 73              	32.5        	0.00555            20              0
 74              	40          	0.00555            20              0
 227             	52.8        	0.00555            20              0
 215001          	75          	0.00555            20              0
 215             	60          	0.00555            20              0
 219             	50          	0.00555            20              0
 220             	52.3        	0.00555            20              0
 221             	51.7        	0.00555            20              0
 222             	52          	0.00555            20              0
 223             	50.8        	0.00555            20              0
 223001          	54.5        	0.00555            20              0
 224             	50.1        	0.00555            20              0
 225             	49.5        	0.00555            20              0
 226             	50.7        	0.00555            20              0
 214             	74          	0.00555            20              0
 216             	62.7        	0.00555            20              0
 217             	62          	0.00555            20              0
 218             	57.25       	0.00555            20              0
 201             	95          	0.00555            20              0
 203             	94.2        	0.00555            20              0
 204             	92.9        	0.00555            20              0
 205             	91.4        	0.00555            20              0
 211             	90.8        	0.00555            20              0
 212             	65          	0.00555            20              0
 206             	84.2        	0.00555            20              0
 207             	80.6        	0.00555            20              0
 208             	76.8        	0.00555            20              0
 209             	70          	0.00555            20              0
 210             	70          	0.00555            20              0
 213             	73.8        	0.00555            20              0
 200001          	95          	0.00555            20              0
 199             	94          	0.00555            20              0
 196             	92.7        	0.00555            20              0
 197             	90          	0.00555            20              0
 198             	89.6        	0.00555            20              0
 233             	87.17       	0.00555            20              0
 232             	84.2        	0.00555            20              0
 231             	80.5        	0.00555            20              0
 230             	72.5        	0.00555            20              0
 234             	65          	0.00555            20              0
 194             	95          	0.00555            20              0
 195             	95          	0.00555            20              0
 192             	95          	0.00555            20              0
 193             	85          	0.00555            20              0
 234001          	65          	0.00555            20              0
 235             	71.5        	0.00555            20              0
 236             	76          	0.00555            20              0
 237             	83          	0.00555            20              0
 238             	81.3        	0.00555            20              0
 240             	83          	0.00555            20              0
 239             	86.3        	0.00555            20              0
 190001          	95          	0.00555            20              0
 187             	95          	0.00555            20              0
 188             	94.2        	0.00555            20              0
 189             	90.5        	0.00555            20              0
 186             	95          	0.00555            20              0
 185             	95          	0.00555            20              0
 235001          	75.5        	0.00555            20              0
 241             	83.3        	0.00555            20              0
 242             	87.8        	0.00555            20              0
 243             	83.6        	0.00555            20              0
 244             	78.1        	0.00555            20              0
 245             	83.5        	0.00555            20              0
 183             	87.7        	0.00555            20              0
 184             	85.7        	0.00555            20              0
 182             	95          	0.00555            20              0
 249             	94.1        	0.00555            20              0
 248             	95          	0.00555            20              0
 247             	90.8        	0.00555            20              0
 246             	85          	0.00555            20              0
 181             	93          	0.00555            20              0
 266             	71.4        	0.00555            20              0
 180004          	84.2        	0.00555            20              0
 190             	95          	0.00555            20              0
 191             	91.8        	0.00555            20              0
 180003          	90          	0.00555            20              0
 180002          	95          	0.00555            20              0
 180001          	95.6        	0.00555            20              0
 180             	95          	0.00555            20              0
 287             	73.3        	0.00555            20              0
 286             	72          	0.00555            20              0
 285             	71          	0.00555            20              0
 284             	70          	0.00555            20              0
 200             	77.8        	0.00555            20              0
 274             	65.5        	0.00555            20              0
 275             	66          	0.00555            20              0
 276             	71          	0.00555            20              0
 265             	70          	0.00555            20              0
 268             	65          	0.00555            20              0
 269             	66          	0.00555            20              0
 271             	72.4        	0.00555            20              0
 270             	73.7        	0.00555            20              0
 318             	35          	0.00555            20              0
 317             	40          	0.00555            20              0
 316             	46          	0.00555            20              0
 315             	45          	0.00555            20              0
 313             	45          	0.00555            20              0
 314             	40          	0.00555            20              0
 312             	45.6        	0.00555            20              0
 310             	45.7        	0.00555            20              0
 311             	48.4        	0.00555            20              0
 309             	50          	0.00555            20              0
 297             	52          	0.00555            20              0
 298             	55          	0.00555            20              0
 299             	60          	0.00555            20              0
 296             	51.7        	0.00555            20              0
 294             	48.5        	0.00555            20              0
 293             	47.6        	0.00555            20              0
 291             	49          	0.00555            20              0
 295             	51.4        	0.00555            20              0
 288             	55          	0.00555            20              0
 289             	71          	0.00555            20              0
 290             	68          	0.00555            20              0
 282             	66.8        	0.00555            20              0
 277             	60          	0.00555            20              0
 278             	67.2        	0.00555            20              0
 279             	71.4        	0.00555            20              0
 280             	73.6        	0.00555            20              0
 281             	75          	0.00555            20              0
 272             	73.4        	0.00555            20              0
 273             	70          	0.00555            20              0
 264             	70.5        	0.00555            20              0
 257001          	71          	0.00555            20              0
 258001          	74.4        	0.00555            20              0
 259001          	71.6        	0.00555            20              0
 260001          	75.3        	0.00555            20              0
 261             	76.4        	0.00555            20              0
 262             	76          	0.00555            20              0
 263             	75.8        	0.00555            20              0
 255             	82.6        	0.00555            20              0
 258             	83.5        	0.00555            20              0
 259             	83.3        	0.00555            20              0
 260             	81.5        	0.00555            20              0
 256             	84          	0.00555            20              0
 257             	87          	0.00555            20              0
 254             	83.9        	0.00555            20              0
 250004          	85          	0.00555            20              0
 421             	98.1        	0.00555            20              0
 420             	99.8        	0.00555            20              0
 419             	101.1       	0.00555            20              0
 418             	103         	0.00555            20              0
 416             	103         	0.00555            20              0
 417             	104         	0.00555            20              0
 415             	103         	0.00555            20              0
 414             	102         	0.00555            20              0
 413             	100         	0.00555            20              0
 250001          	100         	0.00555            20              0
 21              	4.8         	0.00555            20              0
 319             	46.9        	0.00555            20              0
 320             	47.5        	0.00555            20              0
 20              	11          	0.00555            20              0
 19              	3.2         	0.00555            20              0
 18              	8           	0.00555            20              0
 302             	50          	0.00555            20              0
 303             	50          	0.00555            20              0
 305             	51          	0.00555            20              0
 306             	54.8        	0.00555            20              0
 307             	54.8        	0.00555            20              0
 321             	50          	0.00555            20              0
 11              	4           	0.00555            20              0
 322             	47.4        	0.00555            20              0
 323             	44          	0.00555            20              0
 301             	75.2        	0.00555            20              0
 300             	75          	0.00555            20              0
 324             	53.4        	0.00555            20              0
 368             	58          	0.00555            20              0
 367             	59.8        	0.00555            20              0
 369             	59.2        	0.00555            20              0
 325             	75          	0.00555            20              0
 365             	79.7        	0.00555            20              0
 362             	80          	0.00555            20              0
 360001          	80.5        	0.00555            20              0
 360             	80.6        	0.00555            20              0
 359             	80.7        	0.00555            20              0
 361             	79.5        	0.00555            20              0
 366             	79.4        	0.00555            20              0
 364             	80          	0.00555            20              0
 363             	80.5        	0.00555            20              0
 326             	75.7        	0.00555            20              0
 327             	76.5        	0.00555            20              0
 328             	77          	0.00555            20              0
 329             	77.7        	0.00555            20              0
 330             	75.3        	0.00555            20              0
 334             	80.2        	0.00555            20              0
 336             	80          	0.00555            20              0
 331             	75.7        	0.00555            20              0
 332             	75          	0.00555            20              0
 333             	80          	0.00555            20              0
 337             	84.36       	0.00555            20              0
 338             	81.1        	0.00555            20              0
 340             	83.54       	0.00555            20              0
 341             	83.6        	0.00555            20              0
 250             	83          	0.00555            20              0
 251             	82.5        	0.00555            20              0
 253             	78.8        	0.00555            20              0
 252             	78.8        	0.00555            20              0
 342             	82.8        	0.00555            20              0
 343             	82.2        	0.00555            20              0
 344             	80.2        	0.00555            20              0
 339             	81.6        	0.00555            20              0
 250003          	86          	0.00555            20              0
 250002          	88.6        	0.00555            20              0
 412             	90          	0.00555            20              0
 411             	89.7        	0.00555            20              0
 410             	89.7        	0.00555            20              0
 409             	87          	0.00555            20              0
 408             	86.7        	0.00555            20              0
 407001          	85          	0.00555            20              0
 407             	84.5        	0.00555            20              0
 345             	84.4        	0.00555            20              0
 346             	84.1        	0.00555            20              0
 347             	83.1        	0.00555            20              0
 348             	82.9        	0.00555            20              0
 349             	82.76       	0.00555            20              0
 350             	84.2        	0.00555            20              0
 350001          	83.7        	0.00555            20              0
 351             	83.6        	0.00555            20              0
 356             	82.3        	0.00555            20              0
 352             	82.1        	0.00555            20              0
 335             	80.4        	0.00555            20              0
 406             	84.4        	0.00555            20              0
 405             	84.3        	0.00555            20              0
 404             	83.74       	0.00555            20              0
 353             	81.8        	0.00555            20              0
 354             	81.5        	0.00555            20              0
 355             	81.1        	0.00555            20              0
 357             	82.1        	0.00555            20              0
 358             	82          	0.00555            20              0
 370             	59.5        	0.00555            20              0
 371             	59.2        	0.00555            20              0
 372             	57.2        	0.00555            20              0
 373             	68          	0.00555            20              0
 374             	69.5        	0.00555            20              0
 378             	56.6        	0.00555            20              0
 379             	53          	0.00555            20              0
 380             	50.5        	0.00555            20              0
 381             	45          	0.00555            20              0
 382             	45          	0.00555            20              0
 376             	56.2        	0.00555            20              0
 377             	52.7        	0.00555            20              0
 383             	52.7        	0.00555            20              0
 384             	56          	0.00555            20              0
 396001          	80.4        	0.00555            20              0
 397             	80.5        	0.00555            20              0
 398             	80.5        	0.00555            20              0
 400             	81.7        	0.00555            20              0
 401             	81.7        	0.00555            20              0
 402             	80.8        	0.00555            20              0
 403             	80.9        	0.00555            20              0
 10              	3.3         	0.00555            20              0
 9               	1.7         	0.00555            20              0
 8               	8.5         	0.00555            20              0
 2               	16.5        	0.00555            20              0
 1               	13.2        	0.00555            20              0
 3               	23.9        	0.00555            20              0
 385             	54.7        	0.00555            20              0
 17              	10          	0.00555            20              0
 16              	8.1         	0.00555            20              0
 15              	6.7         	0.00555            20              0
 13              	12.4        	0.00555            20              0
 12              	15          	0.00555            20              0
 14              	19.25       	0.00555            20              0
 6               	18.4        	0.00555            20              0
 5               	12.5        	0.00555            20              0
 601             	56          	0               20              0
 387             	54.8        	0.00555            20              0
 388             	54.8        	0.00555            20              0
 389             	55.5        	0.00555            20              0
 390             	52.5        	0.00555            20              0
 391             	53          	0.00555            20              0
 392             	52          	0.00555            20              0
 393             	50          	0.00555            20              0
 394             	56.4        	0.00555            20              0
 395             	55.6        	0.00555            20              0
 396             	40.4        	0.00555            20              0
 4               	14.2        	0.00555            20              0
 7               	10          	0.00555            20              0
 228             	49.8        	0.00555            20              0
 229             	49.6        	0.00555            20              0
 256001          	75          	0.00555            20              0
 399             	81.7        	0.00555            20              0
 24              	10          	0.00555            20              0
 24001           	10          	0.00555            20              0
 25              	14.5        	0.00555            20              0
 45001           	32          	0.00555            20              0
 71001           	8.1         	0.00555            20              0
 127001          	56          	0.00555            20              0
 202001          	70          	0.00555            20              0
 301001          	75          	0.00555            20              0
 304             	50.8        	0.00555            20              0
 422             	103         	0.00555            20              0
38              	117             0               20              0
43              	127             0               20              0
44              	122             0               20              0
88              	112             0               20              0;


param: arcs:    L       :=
126             	125001          	65         
125001          	125             	260        
125             	124             	164        
124             	106             	250        
106             	161             	100        
161             	162             	68         
162             	163             	164        
163             	164             	164        
163             	165             	65         
165             	166             	98         
166             	168             	145        
165             	170             	96         
170             	171001          	181        
171001          	171             	92         
171             	172             	100        
171001          	173             	177        
173             	179             	159        
173             	174             	155        
179             	179001          	168        
179             	177             	103        
168             	169             	113        
124             	127             	850        
128             	129             	149        
129             	130             	175        
127001          	131001          	500        
131             	132             	134        
131001          	131             	164        
131             	133             	137        
133             	134             	223        
131001          	135             	394        
135             	136             	191        
136             	137             	440        
136             	138             	459        
136             	139             	184        
141             	143             	300        
143             	144             	116        
144             	145             	198        
141             	142             	510        
141             	140001          	127        
140001          	151             	189        
151             	152             	95         
124             	107             	250        
107             	108             	375        
108             	109             	100        
109             	110             	231        
110             	111             	61         
110             	112             	282        
112             	113             	88         
113             	114             	134        
115             	116             	40         
116             	117             	189        
119             	118             	225        
117             	119             	201        
106             	105             	66         
105             	102             	78         
102             	100             	197        
100             	101             	197        
102             	103             	177        
103             	104             	85         
100             	96              	222        
96              	97              	288        
97              	98              	130        
98              	99              	127        
96              	93              	96         
93              	94              	110        
94              	95              	205        
93              	92              	176        
92              	91              	300        
91              	160             	500        
160             	159001          	119        
159001          	159             	228        
159             	156             	295        
156             	157             	191        
157             	158             	129        
156             	155             	152        
155             	154             	115        
155             	153             	444        
55              	59              	580        
59              	60              	350        
60              	61              	209        
60              	62              	212        
141             	147             	455        
147             	148             	250        
148             	150             	168        
148             	149             	145        
63              	64              	172        
64              	65              	110        
65              	66              	250        
67              	68              	148        
68              	69              	123        
68              	70              	139        
70              	71              	210        
55              	56              	159        
56              	57              	144        
57              	58              	148        
52              	53              	161        
53              	54              	267        
55              	52              	320        
52              	46001           	444        
46001           	50              	184        
50              	51              	322        
46001           	47              	228        
47              	48              	129        
48              	49              	254        
41              	42              	224        
42              	45              	202        
45              	46              	162        
45001           	41              	435        
41              	35              	488        
35              	36              	179        
36              	39              	137        
39              	40              	160        
36              	37              	168        
35              	31              	350        
31              	32              	246        
32              	33              	100        
91              	90              	750        
90              	89              	250        
31              	28              	250        
28001           	28              	200        
28              	29              	273        
29              	30              	205        
90              	28001           	200        
28001           	27              	312        
27              	26              	308        
26              	23              	40         
83              	77              	346        
77              	81              	334        
81              	78              	73         
78              	79              	114        
79              	80              	93         
84              	85              	161        
115             	120             	221        
120             	121             	150        
121             	122             	254        
122             	123             	160        
77              	75              	400        
77              	76              	66         
73              	74              	127        
219             	220             	105        
220             	221             	187        
221             	222             	86         
222             	223             	126        
221             	223001          	250        
223001          	224             	116        
224             	225             	269        
225             	226             	42         
215             	214             	329        
214             	216             	145        
216             	217             	56         
216             	218             	171        
214             	203             	236        
215001          	202001          	264        
203             	204             	108        
204             	205             	125        
204             	211             	190        
211             	212             	269        
205             	206             	227        
206             	207             	110        
207             	208             	110        
208             	213             	140        
208             	209             	284        
209             	210             	298        
203             	201             	200        
201             	200001          	150        
200001          	199             	193        
234             	230             	73         
230             	231             	156        
231             	232             	132        
232             	233             	106        
199             	196             	160        
196             	197             	225        
197             	198             	93         
199             	192             	325        
192             	194             	106        
194             	195             	194        
192             	193             	103        
234             	234001          	149        
236             	237             	138        
237             	238             	146        
238             	239             	147        
192             	190001          	398        
190001          	190             	131        
187             	186             	38         
186             	185             	78         
187             	188             	287        
188             	189             	253        
235001          	241             	215        
241             	242             	170        
241             	243             	135        
243             	244             	145        
244             	245             	254        
182             	183             	103        
183             	184             	85         
187             	182             	600        
182             	249             	300        
249             	248             	100        
248             	247             	306        
247             	246             	256        
246             	245             	239        
180001          	249             	450        
180001          	181             	130        
187             	190             	268        
190             	191             	70         
180004          	180003          	471        
180002          	180003          	176        
180             	180001          	190        
199             	200             	158        
202001          	284             	206        
287             	286             	83         
286             	285             	165        
285             	284             	69         
202001          	38              	200        
274             	275             	90         
275             	276             	137        
268             	269             	58         
271             	270             	107        
318             	317             	118        
317             	316             	177        
316             	315             	153        
315             	313             	133        
313             	314             	170        
313             	312             	210        
312             	310             	165        
310             	311             	115        
310             	309             	163        
309             	297             	100        
297             	298             	110        
298             	299             	182        
297             	296             	93         
296             	294             	151        
294             	293             	85         
293             	229             	300        
293             	291             	250        
296             	295             	132        
288             	289             	211        
289             	290             	69         
288             	282             	400        
282             	277             	259        
277             	278             	155        
278             	279             	187        
279             	280             	222        
280             	281             	82         
271             	272             	220        
271             	273             	300        
268             	260001          	270        
262             	261             	78         
262             	263             	90         
255             	258             	123        
258             	259             	86         
259             	260             	81         
255             	256             	51         
256             	257             	212        
255             	254             	400        
421             	180002          	218        
420             	421             	109        
419             	420             	55         
418             	419             	214        
416             	418             	145        
417             	416             	329        
416             	415             	372        
415             	250001          	368        
415             	414             	96         
414             	413             	79         
22              	21              	181        
21              	19              	320        
19              	18              	236        
319             	320             	63         
21              	20              	164        
297             	302             	280        
302             	303             	103        
305             	306             	150        
306             	307             	46         
320             	321             	314        
322             	323             	264        
301             	300             	229        
324             	368             	265        
368             	367             	51         
367             	369             	87         
365             	325             	363        
365             	362             	163        
362             	361             	136        
361             	360001          	200        
360001          	360             	59         
360             	359             	59         
366             	364             	81         
364             	363             	142        
325             	327             	248        
327             	326             	110        
327             	328             	66         
328             	329             	99         
330             	334             	415        
324             	331             	1450       
331             	333             	350        
333             	336             	400        
331             	332             	68         
254             	250             	459        
250             	341             	310        
341             	340             	169        
340             	338             	176        
338             	337             	392        
338             	339             	246        
341             	342             	87         
342             	343             	64         
343             	344             	233        
250             	251             	90         
251             	252             	174        
252             	253             	51         
250002          	250003          	108        
412             	411             	190        
411             	410             	293        
410             	409             	168        
409             	408             	317        
408             	407001          	342        
407001          	406             	415        
407001          	350             	142        
407             	350             	183        
350             	350001          	131        
350001          	351             	75         
350001          	352             	362        
350001          	356             	392        
350             	345             	236        
345             	346             	168        
346             	347             	263        
347             	348             	84         
348             	349             	50         
334             	335             	182        
406             	405             	158        
352             	353             	102        
353             	354             	69         
354             	355             	121        
356             	357             	81         
357             	358             	96         
368             	370             	87         
371             	372             	195        
372             	373             	209        
373             	374             	67         
372             	378             	55         
378             	379             	167        
379             	380             	81         
380             	381             	225        
381             	382             	44         
372             	376             	90         
376             	384             	286        
384             	383             	146        
378             	377             	170        
396001          	397             	222        
397             	398             	31         
400             	401             	69         
401             	402             	297        
402             	403             	83         
18              	11              	77         
11              	10              	130        
9               	8               	257        
18              	15              	720        
15              	13              	351        
12              	14              	188        
14              	6               	159        
6               	5               	189        
5               	8               	83         
13              	12              	200        
15              	16              	94         
15              	17              	128        
601             	384             	67         
601             	385             	170        
385             	387             	176        
387             	388             	105        
388             	389             	136        
389             	390             	128        
390             	391             	40         
391             	392             	65         
392             	393             	83         
393             	394             	257        
394             	395             	85         
395             	396             	151        
4               	2               	326        
2               	3               	135        
2               	1               	222        
250             	250003          	225        
4               	8               	101        
8               	7               	101        
32              	34              	149        
235             	235001          	218        
106             	82              	569        
180004          	266             	816        
258001          	259001          	320        
82              	228             	74         
227             	229             	150        
227             	215001          	317        
319             	315             	262        
59              	63              	314        
63              	67              	419        
260001          	262             	345        
23              	22              	671        
115             	108             	421        
213             	234             	700        
288             	291             	603        
319             	322             	477        
325             	330             	380        
336             	337             	206        
334             	345             	616        
152             	153             	347        
256001          	258001          	249        
258001          	257001          	184        
257001          	264             	141        
264             	260001          	75         
265             	268             	227        
268             	274             	397        
274             	277             	162        
405             	404             	177        
400             	399             	70         
404             	399             	350        
399             	396001          	350        
220             	215001          	820        
75              	73              	175        
83              	84              	169        
83              	86              	135        
86              	87              	213        
89              	87              	474        
229             	75              	280        
202001          	82              	1800       
250001          	412             	611        
43              	417             	354        
269             	271             	209        
234001          	235             	500        
234001          	238             	400        
238             	240             	44         
239             	189             	300        
250002          	44              	800        
43              	422             	345        
250004          	413             	750        
23              	24              	103.6      
24              	24001           	219        
24001           	25              	214        
46001           	45001           	80         
71              	71001           	23         
71001           	72              	121        
127             	127001          	100        
127001          	128             	102        
301001          	366             	52         
365             	301001          	116        
301001          	301             	79         
303             	304             	82         
304             	305             	157        
422             	180             	381        
322             	324             	363        
385             	88              	2500       
13              	385             	752        
123             	82              	100        
135             	141             	177        
150             	71              	500        
370             	371             	100        
256001          	254             	500        
266             	38              	200        ;


param: pipes:   d       C      	   R:=
1 	0.113	7.22   130 
2 	0.1266	9.1    130 
3 	0.1446	11.92  130 
4 	0.1628	14.84  130 
5 	0.1808	18.38  130 
6 	0.2262	28.6   130 
7 	0.285	45.39  130 
8 	0.3618	76.32  130 
9 	0.4522	124.64 130
10	0.5818	215.85 130;

set Source:= 38  43  44 88 ;
